conf	year	passcode	resid	ResourceType	ResourceType_clean	resourceName	resourceName_clean	ResourceProdStatus	ResourceProdStatus_clean	ResourceLang_1	ResourceLang_1_clean	ResourceLang_2	ResourceLang_2_clean	ResourceLang_3	ResourceLang_3_clean	ResourceLang_4	ResourceLang_4_clean	ResourceLang_5	ResourceLang_5_clean	ResourceLang_O	ResourceLang_O_clean	langdim
LREC2010	2010	540X-A5D3A3A2H4		"Text Mining System"		Infomat		Existing-used		Not Applicable												Mono
LREC2012	2012	474		Corpus		"A Reference Dependency Bank for Analyzing Complex Predicates"		"Newly created-finished"		English 												Mono
LREC2010	2010	305X-G4D8F3B6D8		Corpus		"Unicode CBETA Archives"		Existing-updated		Chinese with a few Siddham Sanskrit												Mono
LREC2010	2010	W20_5X-D2C8A3F9P9		Corpus		"German Reference Corpus DeReKo"		Existing-updated		German												Mono
COLING2010	2010	270X-A3E6G8J4B6		Corpus		"NTCIR-8 Mainichi Shinbun 2005"																"Not Specified"
LREC2010	2010	612X-H6B6J7G5G5		Corpus		"Metaphor Corpus"		"Newly created-in progress"		English												Mono
LREC2012	2012	336		"Evaluation Tool"		Addicter		Existing-updated		English 		Spanish 										Bi
LREC2010	2010	258X-H7D3H8C9E6		Corpus		"Chamber debates"		Existing-updated		Luxembourgish												Mono
IJCNLP2011	2011	170		Tagger/Parser		"Automatic Statistical SEmantic Role Tagger (ASSERT)"																"Not Specified"
LREC2010	2010	873X-P3A5H3E5A3		Lexicon		"Syntactic lexicon of Arabic verbs"		"Newly created-in progress"		Arabic												Mono
LREC2012	2012	149		Corpus		"National Corpus of Polish "		"Newly created-finished"		English 												Mono
LREC2012	2012	496		"Evaluation Data"		"Gold Standard for English human nouns"		"Newly created-finished"		Iranian Persian 		Mesopotamian Arabic 										Bi
COLING2010	2010	763X-F9D6A4J2H3		"Java interface to Wikipedia"		JWPL/JWKTL																"Not Specified"
LREC2010	2010	W17_2X-J7J2A6F4G4		Corpus		"TREC QA questions"		Existing-used		English												Mono
LREC2012	2012	170		Tagger/Parser		LEMLAT		Existing-used														"Not Specified"
LREC2010	2010	734X-G5J7P3D3H7		Tokenizer		Tokenizer		Existing-used		english		italian										Bi
COLING2010	2010	206X-J7B3D6H6H3		Corpus		"ILSP/ELEFTHEROTYPIA MODERN GREEK CORPUS"																"Not Specified"
LREC2010	2010	W21_9X-H5J7G4J6J6		Corpus		"Urdu data annotated for Emotions"		"Newly created-in progress"		Urdu												Mono
LREC2010	2010	531X-F5D5A8B3J3		Corpus		Hunglish		Existing-used		English		Hungarian										Bi
COLING2010	2010	867X-F5P3E3A4F4		Corpus		"Penn Treebank 3.0"																"Not Specified"
LREC2010	2010	903X-C3G6E9G8P6		"Annotation Tool"		Jubilee		"Newly created-in progress"		LI												Mono
COLING2010	2010	649X-A4P5P3C5D3		Corpus		Celebrity		"Newly created-in progress"		English												Mono
LREC2010	2010	949X-B6B6D3E3F2		Corpus		"Corpus brut amazighe"		"Newly created-in progress"		amazigh												Mono
LTC2011	2011	68		"Machine Translation Tool"		Moses		Existing-used														Mono
LREC2012	2012	496		"Evaluation Data"		"Gold Standard for Spanish non-deverbal eventive nouns"		Existing-used		Spanish 												Mono
LREC2010	2010	W01_29X-B6J6E4H6P9		Corpus		"Dialectal Arabic"		"Newly created-in progress"		Egyptian		Gulf		Iraqi		Levantine		Moroccan dialects				Multi
COLING2010	2010	402X-C2B6J9D7B4		Corpus		"Wikipedia (German)"		Existing-used		German												Mono
LREC2012	2012	124		Corpus		Wikipedia		Existing-used		LI												Mono
LREC2010	2010	W21_4X-G8F6P7E8C6		Corpus		"Wikipedia dump and scripts"		"Newly created-in progress"		LI												Mono
IJCNLP2011	2011	334		"Annotation Tool"		Snowball		Existing-used		English												Mono
LREC2012	2012	664		Tagger/Parser		"Illinois Chunker"		Existing-used		LI												Mono
LREC2012	2012	375		Lexicon		"Serbian Wordnet (SrpWN)"		"Newly created-in progress"		Serbian												Mono
LREC2010	2010	245X-E4P6G3J5F9		"Representation-Annotation Formalism/Guidelines"		"Stockholm EPR  Corpus / Speculative clinical text"		"Newly created-in progress"		Swedish												Mono
LREC2012	2012	371		Corpus		"Aesop’s fables timeline annotations"		"Newly created-finished"		French 												Mono
COLING2010	2010	60X-G7E8E3F6A5		"Evaluation Data"		"Document Understanding Conference Past Data for Text Summarization"		Existing-used		English												Mono
LREC2010	2010	756X-P9B3H6E3J9		Corpus		"Agriculture domain parallel corpus"		Existing-used		English		Hindi		Marathi								Tri
IJCNLP2011	2011	373				Geppetto		Existing-used		LI												Mono
COLING2010	2010	559X-A6H4G8P4F8		"Evaluation Package"		ROUGE		Existing-used		LI												Mono
LREC2010	2010	21X-J5B2G5P6J2		"Grammar/Language Model"		"Word Sketch Grammar for Russian"		"Newly created-in progress"		Russian												Mono
LREC2012	2012	184		"Morphological Analyzer/Generator"		"XFST Murrinh-Patha morphological analyzer"		"Newly created-in progress"		English 		Japanese 										Bi
LREC2010	2010	553X-H2E8C2D4J9		Terminology		"Term Extractor"		"Newly created-in progress"		LI												Mono
IS2011	2011	13419		Corpus		"Augmented Multi-party Interaction (AMI) meeting corpus"		Existing-used		Not Applicable												Mono
LREC2010	2010	92X-H9E4H7A5F8		"Annotation Tool"		"Bitext's DataLexica"		Existing-used		Spanish												Mono
LREC2010	2010	W13_4X-B6F4P6A6J8		"Evaluation Tool"		"NIST score (script: mteval-v13a.pl)"		Existing-used		LI												Mono
LREC2012	2012	236		Lexicon		SentiSense		"Newly created-in progress"		English												Mono
LREC2010	2010	750X-D6P9C3C2D3		"A grammatical inference tool"		eg-GRIDS+		"Newly created-in progress"		LI												Mono
LREC2012	2012	764		Corpus		"Stockholm EPR PHI Corpus"		Existing-used		American English 												Mono
LREC2010	2010	149X-P6J6E7D3B3		Lexicon		"SentiWordNet 1.0.1"		Existing-used		English												Mono
LREC2010	2010	49X-J7D5E5G4P4		"Evaluation Tool"		MaltEval		Existing-used		LI												Mono
LREC2010	2010	584X-A3B9D8E4A2		Corpus		ENOVA		Existing-used		English		French		German		Spanish						Multi
LREC2010	2010	147X-J9B6A5J6C5		Lexicon		"WordNet 1.5 and 3.0"		Existing-used		English												Mono
ACLHT2011	2011	504		Corpus		"NUs Corpus of Learner English (NUCLE)"		"Newly created-finished"		English												Mono
LREC2010	2010	644X-E6G5B2J6B3		"Representation-Annotation Formalism/Guidelines"		"AZ-II annotation guidelines"		"Newly created-finished"		English												Mono
COLING2010	2010	270X-A3E6G8J4B6		Corpus		"TREC AP corpus"																"Not Specified"
IS2011	2011	31372		"Annotation Tool"		"Java Syntaxico-semantic French Analyser (J-Safran)"		"Newly created-in progress"		French												Mono
LREC2012	2012	703		Corpus		"Hal Scientific Paper Corpora"		"Newly created-in progress"		LI												Mono
COLING2010	2010	46X-E5J3B3F9F5		"Not Inserted"		GH-MAP		"Newly created-in progress"		Gujarati-Hindi		Hindi-Gujarati										Bi
IJCNLP2011	2011	243		Corpus		"Knowledge Base Population Corpus (TAC KBP)"		Existing-used		English												Mono
LREC2012	2012	288		Lexicon		"Casual English Conversion System Database"		"Newly created-in progress"		Japanese												Mono
LREC2010	2010	644X-E6G5B2J6B3		"Annotation Tool"		"SAPIENT:Semantic Annotation of Papers Interface and Enrichment Tool"		"Newly created-finished"		English												Mono
RANLP2011	2011	3		Lexicon		"Joint Research Centre (JRC) Names"		Existing-used		Bulgarian		Chinese		Danish		Standard Arabic						Multi
COLING2010	2010	404X-A7J3E6C9C8		"Annotation Tool"		Julius		Existing-used		Japanese												Mono
COLING2010	2010	438X-P6P6D6P3F4		Corpus		"Emotion Blog Corpus"		"Newly created-finished"		English												Mono
LREC2010	2010	648X-F3D9H7A6E6		Corpus		"Corpus CINTIL-PREPLEXOS"		"Newly created-in progress"		Portuguese												Mono
LREC2010	2010	722X-H5P4C3E4B3		"Evaluation Data"		"Turin University Treebank"		Existing-used		en		it										Bi
LREC2012	2012	582		Lexicon		"Electronic Orange Book"		Existing-used		German 												Mono
COLING2010	2010	442X-A6D6G9H6D6		Corpus		"WMT 2010 system combination task corpus"		Existing-used		czech		english		french		german		spanish				Multi
LREC2012	2012	355		Corpus		"Frown corpus"		Existing-used		LI												Mono
LREC2010	2010	W10_3X-D4D4B7D4P8		Ontology		UMLS		Existing-updated		English												Mono
LREC2010	2010	122X-G5G3P5C9C3		Corpus		"Real-word error corpus"		"Newly created-finished"		English												Mono
LREC2012	2012	1107		"Annotation Tool"		ANVIL		"Newly created-finished"		LI												Mono
RANLP2011	2011	1		Lexicon		"Subjectivity Lexicon"		Existing-used		English												Mono
LREC2012	2012	440		Corpus		"Icelandic Parsed Historical Corpus (IcePaHC)"		"Newly created-finished"		English 												Mono
LREC2010	2010	97X-C2J9H3J2D9		"Representation-Annotation Formalism/Guidelines"		"Annotation guidelines for CoNLL"		Existing-used		english												Mono
LREC2010	2010	690X-C8E7G3A9B5		"Node of Language Technology Infrastructure"		"Clarin Web Services at Wroclaw University of Technology"		"Newly created-in progress"		Polish												Mono
LREC2010	2010	210X-F6E5C5A3D4		Corpus		SoNaR		"Newly created-in progress"		Dutch												Mono
LREC2010	2010	349X-G5H9D9F9C6		Corpus		"Authorship Paraphrase Corpus"		"Newly created-in progress"		Spanish												Mono
LREC2010	2010	294X-G2E3P8H9D9		Tagger/Parser		MPRO		Existing-updated		English		German										Bi
LREC2010	2010	W01_19X-P3P6J5A8B8		Tagger/Parser		"Dan Bikel Multilingual Statistical Parsing Engine"		Existing-used		Not Applicable												Mono
LREC2012	2012	726		Tagger/Parser		"Dependency Shift Reduce parser (DeSR)"		Existing-used		English 												Mono
LREC2010	2010	63X-C8D5F4A3A4		Lexicon		"Morris hiztegia"		Existing-used		Basque		English										Bi
LREC2010	2010	W04_1X-P3P9H9A5P5		Lemmatizer		RevLem		Existing-updated		English												Mono
IJCNLP2011	2011	232		Corpus		"Document Understanding Conference (DUC) 2005 Dataset"		Existing-used		English												Mono
LREC2012	2012	708		Tagger/Parser		BTagger		"Newly created-finished"		LI												Mono
LREC2010	2010	659X-A3D7A6E8C7		"Web Service"		"Google Search API"		Existing-used		LI												Mono
LREC2010	2010	798X-P9C6G4G9E6		Corpus		"LDC2007T23 GALE Phase 1 Chinese Broadcast News Parallel Text"		Existing-used		Arabic		Chinese		English								Tri
LREC2010	2010	39X-H8B3F8C6A6		"Not Inserted"		GATE		Existing-used		Not Applicable												Mono
IJCNLP2011	2011	106		Corpus		"Mainichi Newspaper Database"		Existing-used		Japanese												Mono
LREC2010	2010	610X-A5H2D4C3B2		"CALL translation game engine and associated language resources"		CALL-SLT		Existing-used		English		French		German		Japanese		Swedish				Multi
COLING2010	2010	509X-G2B3C2C6D9		Tagger/Parser		"Stanford NLP POS tagger"		"Newly created-finished"		Arabic		Chinese		English		German						Multi
LREC2010	2010	524X-F6E5E9C6E6		"Annotation Tool"		GATE		Existing-used		English												Mono
LREC2010	2010	234X-E5F8J6D9D4		"Signal Processing/Feature Extraction"		"MPI/DOBES Language Resource Archive"		Existing-updated		about 200 languages												Mono
LREC2012	2012	1116		"Annotation Tool"		"SPeech Phonetization Alignment and Syllabification (SPPAS)"		"Newly created-in progress"		Basque 												Mono
COLING2010	2010	87X-G9D6P4B7B8		Corpus		Medisys		Existing-updated		Not Applicable												Mono
IS2011	2011	13419		Corpus		"KALAKA 2"		Existing-updated		Basque		Catalan		English		Galician		Spanish				Multi
COLING2010	2010	763X-F9D6A4J2H3		"Annotation Tool"		"Translation Annotator"		"Newly created-finished"		Not Applicable												Mono
IJCNLP2011	2011	334		"Evaluation Data"		"LINA-PAL 1.0"		"Newly created-in progress"		English												Mono
COLING2010	2010	267X-B3C9B8E9A6		Corpus		"TSUBAKI document collection"		Existing-used		Japanese												Mono
LREC2012	2012	780		Corpus		"Austrian Academy Corpus (AAC)"		"Not Applicable"		German 												Mono
LREC2012	2012	599		"Annotation Tool"		NLPipe		"Newly created-in progress"		LI												Mono
LREC2012	2012	321		Corpus		"Basic dictionary of FinSL example text corpus (Suvi)"		Existing-used														"Not Specified"
LREC2012	2012	373		Corpus		"Corpus Internacional do Português (CINTIL) Propbank"		"5422 sentences at last stable version. An additional 4047 sentences in ongoing version."		Portuguese 												Mono
COLING2010	2010	44X-E9D7C5J5D9		Corpus		"Wikipedia dump"																"Not Specified"
RANLP2011	2011	66		"Grammar/Language Model"		"Spanish Resource Grammar"		Existing-used		Spanish												Mono
LREC2012	2012	386		"Software Toolkit"		"HTTrack Website Copier"		Existing-used		LI												Mono
LREC2010	2010	154X-A7E7H3J4B4		Corpus		"CINTIL Logical Form Bank"		"Newly created-in progress"		Portuguese												Mono
LREC2012	2012	718		Lexicon		"The Database of Icelandic Inflection [Beygingarlýsing íslensks nútímamáls]"		"Newly created-in progress"		LI												Mono
LREC2012	2012	251		Corpus		"Ontonotes 4.0 newswire section"		Existing-used		English												Mono
LREC2012	2012	123		Corpus		"Corpus of Pronominal Anaphora of the Quran"		"Newly created-finished"		English 												Mono
LREC2010	2010	35X-A6G2G5A7F7		Corpus		"PAN Plagiarism Corpus PAN-PC-09"		"Newly created-finished"		English		German		Spanish								Tri
LREC2010	2010	763X-J3E4P3G6D9		Ontology		"person name ontology"		"Newly created-finished"		LI												Mono
LREC2010	2010	734X-G5J7P3D3H7		Corpus		Wikipedia		Existing-used		english		italian										Bi
LREC2010	2010	783X-C9F4E3B3F3		Corpus		AnCora		Existing-used		Catalan		Spanish										Bi
LREC2012	2012	367		Corpus		"English Wikipedia"		Existing-used		LI												Mono
LREC2010	2010	W04_12X-B2B5J6D3C2		Tagger/Parser		maf-en		"Newly created-in progress"		English												Mono
LREC2010	2010	570X-H4J6H2E3B6		"Workflow Management Tool"		LoonyBin		"Newly created-finished"		LI												Mono
LREC2010	2010	W23_6X-H6F3J6G7G9		Corpus		"German court decision corpus"		Existing-updated		German												Mono
RANLP2011	2011	101		Corpus		EmotiBlog		"Newly created-in progress"		English		Italian		Spanish								Tri
LREC2010	2010	747X-J6C8D5D9E6		"NLP Development Tool"		"Learning Based Java"		Existing-used		LI												Mono
LREC2010	2010	286X-F6B6A6F8D3		Corpus		"Eindhoven Corpus"		Existing-used		Dutch												Mono
LREC2010	2010	543X-D7A5D7E5G2		"Annotation Tool"		"Djangology: A Light-weight Web-based Tool for Distributed Collaborative Text Annotation"		Existing-used		LI												Mono
LREC2012	2012	177		Corpus		SzegedParalellFX		"Newly created-finished"		Danish 		Faroese 		Icelandic 		Norwegian 		Swedish 				Multi
LREC2010	2010	211X-F6C5H3C9J8		Corpus		Gigaword		Existing-used		French												Mono
COLING2010	2010	494X-G3H6J2P8J6		Corpus		"Penn Chinese Treebank 5"																"Not Specified"
LREC2010	2010	851X-P3B5C4C4F6		Corpus		RoZP		"Newly created-in progress"		Romanian												Mono
LREC2012	2012	485		Corpus		"Pre-processed test corpus of Russian"		"Newly created-in progress"		American English 												Mono
LREC2012	2012	442		Corpus		"The Hindi PropBank"		"Newly created-in progress"		Japanese 												Mono
LREC2010	2010	769X-B4D3C3P5D2		Lexicon		"SentiWordNet 3.0"		Existing-updated		English												Mono
ACLHT2011	2011	497		"Grammar/Language Model"		"LinGO Grammar Matrix"		Existing-used		Not Applicable												Mono
LREC2012	2012	206		Corpus		"Blademistress corpus"		"Newly created-in progress"		American English 												Mono
LREC2010	2010	242X-A7A4B7D2J2		Corpus		"Chinese Treebank 5.1"		Existing-used		Chinese												Mono
LREC2010	2010	392X-E6E6H7A6F2		Corpus		"French Treebank"		Existing-used		French												Mono
COLING2010	2010	662X-E5H3J6C5A3		Corpus		TDT4		Existing-used														"Not Specified"
IJCNLP2011	2011	106		Classifier		LIBLINEAR		Existing-used		LI												Mono
COLING2010	2010	364X-J6J3J7E2D8		Corpus		"Twente Newspaper Corpus"		Existing-used		Dutch												Mono
LREC2010	2010	553X-H2E8C2D4J9		Corpus		"Art History Corpus"		"Newly created-finished"		Italian												Mono
LREC2010	2010	835X-E6B6C8A3F2		"Annotation Tool"		Scheherazade		"Newly created-in progress"		English												Mono
LREC2010	2010	440X-A6F5P6G6D6		"Spell Corrector"		"Iraqi Arabic Did You Mean...?"		"Newly created-in progress"		Iraqi Arabic												Mono
COLING2010	2010	79X-C2A2E7H2P3		"Grammar/Language Model"		"Chinese Collocation Dictionary of Content Words"		Existing-used		Chinese												Mono
LREC2010	2010	252X-F3J6H6P2C7		ADN-Classifier		ADN-Classifier		"Newly created-in progress"		Spanish												Mono
LREC2010	2010	W06_12X-A9P3B8D5B6		"Image Analyser"		"OPENCV Processing and Java Library"		Existing-used		Not Applicable												Mono
COLING2010	2010	334X-G9E5D6E6P4		Corpus		"Google Web1T corpus (LDC2006T13)"		Existing-used		LI												Mono
IJCNLP2011	2011	122		Corpus		"NTCIR Patent Corpus"		Existing-used		English		Japanese										Bi
LREC2010	2010	713X-P3F9H4C9J2		Lexicon		"CPA-It Italian Pattern Dictionary"		Existing-used		Italian												Mono
LREC2010	2010	W24_10X-D3P4D9G6H8		Corpus		SAL		Existing-used		English												Mono
LREC2010	2010	730X-C3B6F7P5F6		"Dependency extraction utility"		"Stanford English grammatical relation extraction utility"		Existing-used		English												Mono
LREC2012	2012	778		Corpus		"Modal sense corpus"		"Newly created-finished"		Italian 												Mono
LREC2012	2012	834		"Corpus Tool"		"texrex web corpus tools"		"Newly created-in progress"		Turkish 												Mono
LREC2010	2010	155X-H3F3H5E4C6		"morphological analyzer and generator"		morphisto		Existing-used		German												Mono
LREC2010	2010	W24_14X-G3B6F3A3B3		Corpus		CINEMO		Existing-used		French												Mono
